id,camera_id,title,river,location,lat,lon,image_url,live_url,page_url,provider
japan-river-webcam-111265101,111265101,音口橋,矢倉川,大分県竹田市大字君ヶ園,32.94725,131.3678611,https://cam.river.go.jp/cam/now/111265101.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=111265101&ownCd=11265&sysCamId=11265101,大分県土木建築部河川課・国土交通省 川の防災情報
japan-river-webcam-223357075,223357075,音更川　０．７ｋｐ　木野第１樋門（排水門）　樋門,音更川,北海道河東郡音更町,42.940666667,143.207972222,https://cam.river.go.jp/cam/now/cctv_010006_11C02102.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=223357075&ownCd=23357&sysCamId=23357075,帯広開発建設部・国土交通省 川の防災情報
japan-river-webcam-223357076,223357076,音更川　０．８ｋｐ　下士幌２号樋門,音更川,北海道河東郡音更町,42.941888889,143.212055556,https://cam.river.go.jp/cam/now/cctv_010006_11C02115.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=223357076&ownCd=23357&sysCamId=23357076,帯広開発建設部・国土交通省 川の防災情報
japan-river-webcam-223357077,223357077,音更川　１．０ｋｐ　木野樋門（排水門）,音更川,北海道河東郡音更町,42.943638889,143.208611111,https://cam.river.go.jp/cam/now/cctv_010006_11C02100.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=223357077&ownCd=23357&sysCamId=23357077,帯広開発建設部・国土交通省 川の防災情報
japan-river-webcam-223357082,223357082,音更川　１２．３ｋｐ　音更１２号樋門,音更川,北海道河東郡音更町,43.033555556,143.19575,https://cam.river.go.jp/cam/now/cctv_010006_11C02120.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=223357082&ownCd=23357&sysCamId=23357082,帯広開発建設部・国土交通省 川の防災情報
japan-river-webcam-223357083,223357083,音更川　１５．７ｋｐ　武儀樋門,音更川,北海道河東郡音更町,43.060472222,143.196611111,https://cam.river.go.jp/cam/now/cctv_010006_11C02122.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=223357083&ownCd=23357&sysCamId=23357083,帯広開発建設部・国土交通省 川の防災情報
japan-river-webcam-223357078,223357078,音更川　２．０ｋｐ　南音更二号樋門（排水門）,音更川,北海道河東郡音更町,42.952444444,143.209444444,https://cam.river.go.jp/cam/now/cctv_010006_11C02096.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=223357078&ownCd=23357&sysCamId=23357078,帯広開発建設部・国土交通省 川の防災情報
japan-river-webcam-223357084,223357084,音更川　２０．９ｋｐ　音和橋,音更川,北海道河東郡士幌町,43.106944444,143.21,https://cam.river.go.jp/cam/now/cctv_010006_11C02124.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=223357084&ownCd=23357&sysCamId=23357084,帯広開発建設部・国土交通省 川の防災情報
japan-river-webcam-223357085,223357085,音更川　２６．２ｋｐ　南士幌樋門　空間,音更川,北海道河東郡士幌町,43.151666667,143.217222222,https://cam.river.go.jp/cam/now/cctv_010006_11C02125.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=223357085&ownCd=23357&sysCamId=23357085,帯広開発建設部・国土交通省 川の防災情報
japan-river-webcam-223357079,223357079,音更川　３．０ｋｐ　柳町樋門（排水門）　樋門,音更川,北海道河東郡音更町,42.962305556,143.21325,https://cam.river.go.jp/cam/now/cctv_010006_11C02099.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=223357079&ownCd=23357&sysCamId=23357079,帯広開発建設部・国土交通省 川の防災情報
japan-river-webcam-223357014,223357014,音更川　30.2kp　士幌水位観測所,音更川,北海道士幌町,43.187219444,143.225555556,https://cam.river.go.jp/cam/now/cctv_010006_11C02127.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=223357014&ownCd=23357&sysCamId=23357014,帯広開発建設部・国土交通省 川の防災情報
japan-river-webcam-223357080,223357080,音更川　７．３ｋｐ　音更樋門（排水門）　樋門,音更川,北海道河東郡音更町,42.993888889,143.209888889,https://cam.river.go.jp/cam/now/cctv_010006_11C02098.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=223357080&ownCd=23357&sysCamId=23357080,帯広開発建設部・国土交通省 川の防災情報
japan-river-webcam-223357013,223357013,音更川　9.1kp　音更橋,音更川,北海道音更町,43.007469444,143.199719444,https://cam.river.go.jp/cam/now/cctv_010006_11C02076.jpg,https://www.youtube.com/channel/UC_CPIys6tBqmwVXsH-X4ycg,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=223357013&ownCd=23357&sysCamId=23357013,帯広開発建設部・国土交通省 川の防災情報
japan-river-webcam-223357081,223357081,音更川　９．５ｋｐ　東昭栄樋門（排水門）　樋門,音更川,北海道河東郡音更町,43.010944444,143.196888889,https://cam.river.go.jp/cam/now/cctv_010006_11C02119.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=223357081&ownCd=23357&sysCamId=23357081,帯広開発建設部・国土交通省 川の防災情報
japan-river-webcam-120736345,120736345,音更川KP0.6右岸カメラ,音更川,河東郡音更町宝来1条1丁目地先,42.9397167,143.2074333,https://cam.river.go.jp/cam/now/120736345.jpg,,https://www.river.go.jp/kawabou/pc/tm?zm=13&fld=0&mapType=0&viewGrpStg=0&viewRd=1&viewRW=1&viewRiver=1&viewPoint=1&ext=0&itmkndCd=200&scamId=120736345&ownCd=23357&sysCamId=20736345,帯広開発建設部・国土交通省 川の防災情報
